"Cervantes_Salazar_cronica_ nueva_españa" "Hurtado_ cartas" "Hurtado_ Guerra_Granada" "Hurtado_canciones" "Hurtado_églogas" "Hurtado_elegías" "Hurtado_epístolas" "Hurtado_fábulas" "Hurtado_octavas" "Hurtado_poesías_satírico_burlescas" "Hurtado_poesías_varias" "Hurtado_sátiras" "Hurtado_sonetos" "lazarillo_tormes" "Valdés_A_dialogo_cosas_acaecidas_roma" "Valdés_A_dialogo_mercurio_carón" "Valdés_J_ dialogo_lengua"
"Cervantes_Salazar_cronica_ nueva_españa" 0 1005.0581167902 1022.95644250158 1102.06936461671 1110.45220273059 1103.22605906729 886.783871106544 951.214111245724 1139.93581188945 970.526754819834 1015.69764938788 986.406806853226 1052.27988501425 930.449268282498 1073.01089869704 1031.05924506063 1005.79764452092
"Hurtado_ cartas" 1005.0581167902 0 1221.0563794486 621.713155816298 646.749092364441 685.304716408724 554.718190959466 645.078010489082 726.7282083414 631.122252904763 565.003290669042 722.722224290987 630.103346208097 920.387237625246 1100.21838540112 1046.83964175431 998.091946617468
"Hurtado_ Guerra_Granada" 1022.95644250158 1221.0563794486 0 1292.83917682034 1355.21538591561 1298.17677208449 1090.37160766056 1140.02503338628 1326.85541410082 1225.89218497567 1242.85237840611 1243.47383462037 1255.20798158426 1180.1210112165 1271.95231293583 1237.06867278425 1348.92618717051
"Hurtado_canciones" 1102.06936461671 621.713155816298 1292.83917682034 0 632.188852457828 654.745758906367 641.099086702473 663.523670103495 655.662159579682 699.202078763515 643.791987561477 682.94830809519 619.874394277915 1008.38610070402 1231.93784754472 1184.28279644504 1143.13194630775
"Hurtado_églogas" 1110.45220273059 646.749092364441 1355.21538591561 632.188852457828 0 732.092622818676 668.514225682148 717.838074652965 717.786417260499 673.571943357009 676.860436044871 759.754107310905 723.120966770758 1033.38377596708 1213.03823265036 1169.5168856508 1141.79780442838
"Hurtado_elegías" 1103.22605906729 685.304716408724 1298.17677208449 654.745758906367 732.092622818676 0 666.836437454782 598.130878133064 685.714568467154 735.909774202186 708.957086574812 770.409066176009 663.233486595887 1045.95428415784 1286.54753663711 1244.82743086442 1201.80463257324
"Hurtado_epístolas" 886.783871106544 554.718190959466 1090.37160766056 641.099086702473 668.514225682148 666.836437454782 0 591.697767176115 751.842655738837 605.071609410906 585.325700044838 691.773854609795 625.939285423364 838.684305195948 1027.86591640955 969.263280915051 962.292193706547
"Hurtado_fábulas" 951.214111245724 645.078010489082 1140.02503338628 663.523670103495 717.838074652965 598.130878133064 591.697767176115 0 680.484370462026 684.349941970047 696.557373831862 704.253990688593 630.66668028276 973.171120189924 1162.93502191663 1133.53701020553 1132.05352243505
"Hurtado_octavas" 1139.93581188945 726.7282083414 1326.85541410082 655.662159579682 717.786417260499 685.714568467154 751.842655738837 680.484370462026 0 763.997544959243 746.264992739329 775.383460169753 687.681093838845 1107.15673883524 1306.21846132198 1284.02131854875 1219.89737022225
"Hurtado_poesías_satírico_burlescas" 970.526754819834 631.122252904763 1225.89218497567 699.202078763515 673.571943357009 735.909774202186 605.071609410906 684.349941970047 763.997544959243 0 634.812654120551 721.571795115269 698.994408248109 931.644438195312 1132.74416559723 1061.86008970883 1036.04823865535
"Hurtado_poesías_varias" 1015.69764938788 565.003290669042 1242.85237840611 643.791987561477 676.860436044871 708.957086574812 585.325700044838 696.557373831862 746.264992739329 634.812654120551 0 749.263662463719 649.783820504729 927.670275307122 1134.58383447202 1079.97175856143 1050.9895382373
"Hurtado_sátiras" 986.406806853226 722.722224290987 1243.47383462037 682.94830809519 759.754107310905 770.409066176009 691.773854609795 704.253990688593 775.383460169753 721.571795115269 749.263662463719 0 704.113362529489 1015.53430458541 1150.18416000443 1146.22436541496 1089.83159766573
"Hurtado_sonetos" 1052.27988501425 630.103346208097 1255.20798158426 619.874394277915 723.120966770758 663.233486595887 625.939285423364 630.66668028276 687.681093838845 698.994408248109 649.783820504729 704.113362529489 0 984.246417325797 1194.05864487811 1138.36524160766 1127.26479859006
"lazarillo_tormes" 930.449268282498 920.387237625246 1180.1210112165 1008.38610070402 1033.38377596708 1045.95428415784 838.684305195948 973.171120189924 1107.15673883524 931.644438195312 927.670275307122 1015.53430458541 984.246417325797 0 1078.16432414261 941.609489549545 1026.45404689432
"Valdés_A_dialogo_cosas_acaecidas_roma" 1073.01089869704 1100.21838540112 1271.95231293583 1231.93784754472 1213.03823265036 1286.54753663711 1027.86591640955 1162.93502191663 1306.21846132198 1132.74416559723 1134.58383447202 1150.18416000443 1194.05864487811 1078.16432414261 0 813.635657623077 1071.64619007276
"Valdés_A_dialogo_mercurio_carón" 1031.05924506063 1046.83964175431 1237.06867278425 1184.28279644504 1169.5168856508 1244.82743086442 969.263280915051 1133.53701020553 1284.02131854875 1061.86008970883 1079.97175856143 1146.22436541496 1138.36524160766 941.609489549545 813.635657623077 0 1067.53915856186
"Valdés_J_ dialogo_lengua" 1005.79764452092 998.091946617468 1348.92618717051 1143.13194630775 1141.79780442838 1201.80463257324 962.292193706547 1132.05352243505 1219.89737022225 1036.04823865535 1050.9895382373 1089.83159766573 1127.26479859006 1026.45404689432 1071.64619007276 1067.53915856186 0
