"Cervantes_Salazar_cronica_ nueva_españa" "Hurtado_ cartas" "Hurtado_ Guerra_Granada" "Hurtado_canciones" "Hurtado_églogas" "Hurtado_elegías" "Hurtado_epístolas" "Hurtado_fábulas" "Hurtado_octavas" "Hurtado_poesías_satírico_burlescas" "Hurtado_poesías_varias" "Hurtado_sátiras" "Hurtado_sonetos" "lazarillo_tormes" "Valdés_A_dialogo_cosas_acaecidas_roma" "Valdés_A_dialogo_mercurio_carón" "Valdés_J_ dialogo_lengua"
"Cervantes_Salazar_cronica_ nueva_españa" 0 0.93489364702014 1.05482386439757 0.989164641198374 0.982544765114839 0.993971489468426 0.850542412063149 0.896873559784562 0.942112661355165 0.919106344593769 0.944472380365068 0.916653884728779 0.97065791923277 0.927663094310084 1.08516624740109 1.05598666296479 0.99850236047107
"Hurtado_ cartas" 0.93489364702014 0 1.177575829781 0.545805844849762 0.577712027359466 0.588272792844022 0.527322472164226 0.562998138194756 0.579291979037719 0.58291570110965 0.526388274411596 0.635456241998122 0.577903063923659 0.862596164974391 1.07752680558351 1.04674069411234 0.949039512980639
"Hurtado_ Guerra_Granada" 1.05482386439757 1.177575829781 0 1.22675415261462 1.25139726451493 1.23354212964158 1.0900646706602 1.13511376173466 1.18046065447469 1.18741110553998 1.19695072936118 1.19825498659132 1.20445992573071 1.15666212557916 1.29934104311512 1.2503155765117 1.31069644988996
"Hurtado_canciones" 0.989164641198374 0.545805844849762 1.22675415261462 0 0.526389025857796 0.53815973978271 0.587420392965553 0.544133260980453 0.499854241358727 0.592718865436136 0.564249022920595 0.565477843472415 0.538296896447035 0.916874550919188 1.13655835404154 1.12796491323694 1.02416527114075
"Hurtado_églogas" 0.982544765114839 0.577712027359466 1.25139726451493 0.526389025857796 0 0.579832918561575 0.618614852656976 0.576718754093308 0.529087521674123 0.584176181386919 0.591940429492325 0.60771541621103 0.580864542666215 0.926687245412932 1.13461178875575 1.11928320453926 1.01684588411748
"Hurtado_elegías" 0.993971489468426 0.588272792844022 1.23354212964158 0.53815973978271 0.579832918561575 0 0.618254642557785 0.517229839614033 0.508166193128316 0.619109273927375 0.607482991475402 0.623462822744608 0.557579934248298 0.950361794146941 1.17393528338972 1.16554509129244 1.06446290155866
"Hurtado_epístolas" 0.850542412063149 0.527322472164226 1.0900646706602 0.587420392965553 0.618614852656976 0.618254642557785 0 0.562334950932051 0.616365277122447 0.583101750540994 0.559066061845907 0.626174693719355 0.585205622963964 0.8066245738027 1.02170126086383 0.974926085746378 0.916289369559392
"Hurtado_fábulas" 0.896873559784562 0.562998138194756 1.13511376173466 0.544133260980453 0.576718754093308 0.517229839614033 0.562334950932051 0 0.503649206242529 0.580947571954122 0.597758739167372 0.592107556254208 0.541634562453121 0.894407141267513 1.09454814091855 1.09630671873911 1.02031503468985
"Hurtado_octavas" 0.942112661355165 0.579291979037719 1.18046065447469 0.499854241358727 0.529087521674123 0.508166193128316 0.616365277122447 0.503649206242529 0 0.573925080826607 0.584192306917276 0.567983037483296 0.528854442539744 0.915668178457023 1.11576043859958 1.12319175917206 1.00599587529394
"Hurtado_poesías_satírico_burlescas" 0.919106344593769 0.58291570110965 1.18741110553998 0.592718865436136 0.584176181386919 0.619109273927375 0.583101750540994 0.580947571954122 0.573925080826607 0 0.586582554159376 0.603202663580456 0.609236651955742 0.870988403056898 1.09814340605798 1.06296420064996 0.967944285687844
"Hurtado_poesías_varias" 0.944472380365068 0.526388274411596 1.19695072936118 0.564249022920595 0.591940429492325 0.607482991475402 0.559066061845907 0.597758739167372 0.584192306917276 0.586582554159376 0 0.6439978560062 0.573965858672099 0.873038584931732 1.08296542142519 1.06127979601409 0.975027929698273
"Hurtado_sátiras" 0.916653884728779 0.635456241998122 1.19825498659132 0.565477843472415 0.60771541621103 0.623462822744608 0.626174693719355 0.592107556254208 0.567983037483296 0.603202663580456 0.6439978560062 0 0.597295041234648 0.929368729058441 1.09837327301328 1.11450395618997 1.00418200955293
"Hurtado_sonetos" 0.97065791923277 0.577903063923659 1.20445992573071 0.538296896447035 0.580864542666215 0.557579934248298 0.585205622963964 0.541634562453121 0.528854442539744 0.609236651955742 0.573965858672099 0.597295041234648 0 0.9197916773097 1.12104961655288 1.11145740686421 1.03112735368786
"lazarillo_tormes" 0.927663094310084 0.862596164974391 1.15666212557916 0.916874550919188 0.926687245412932 0.950361794146941 0.8066245738027 0.894407141267513 0.915668178457023 0.870988403056898 0.873038584931732 0.929368729058441 0.9197916773097 0 1.08413892407097 0.981068778892513 1.0204836582705
"Valdés_A_dialogo_cosas_acaecidas_roma" 1.08516624740109 1.07752680558351 1.29934104311512 1.13655835404154 1.13461178875575 1.17393528338972 1.02170126086383 1.09454814091855 1.11576043859958 1.09814340605798 1.08296542142519 1.09837327301328 1.12104961655288 1.08413892407097 0 0.896299573717101 1.09121395829719
"Valdés_A_dialogo_mercurio_carón" 1.05598666296479 1.04674069411234 1.2503155765117 1.12796491323694 1.11928320453926 1.16554509129244 0.974926085746378 1.09630671873911 1.12319175917206 1.06296420064996 1.06127979601409 1.11450395618997 1.11145740686421 0.981068778892513 0.896299573717101 0 1.08316991177128
"Valdés_J_ dialogo_lengua" 0.99850236047107 0.949039512980639 1.31069644988996 1.02416527114075 1.01684588411748 1.06446290155866 0.916289369559392 1.02031503468985 1.00599587529394 0.967944285687844 0.975027929698273 1.00418200955293 1.03112735368786 1.0204836582705 1.09121395829719 1.08316991177128 0
