"Cervantes_Salazar_cronica_ nueva_españa" "Hurtado_ cartas" "Hurtado_ Guerra_Granada" "Hurtado_canciones" "Hurtado_églogas" "Hurtado_elegías" "Hurtado_epístolas" "Hurtado_fábulas" "Hurtado_octavas" "Hurtado_poesías_satírico_burlescas" "Hurtado_poesías_varias" "Hurtado_sátiras" "Hurtado_sonetos" "lazarillo_tormes" "Valdés_A_dialogo_cosas_acaecidas_roma" "Valdés_A_dialogo_mercurio_carón" "Valdés_J_ dialogo_lengua"
"Cervantes_Salazar_cronica_ nueva_españa" 0 0.947320679836069 1.03535796626393 1.00936882232559 1.00447214060828 1.01906267479754 0.854304362609467 0.907508195856371 0.979926803428412 0.924722142929077 0.948081249499544 0.917841621958943 0.992374485308081 0.931045182035316 1.08510203515858 1.0503062668244 0.99430239888233
"Hurtado_ cartas" 0.947320679836069 0 1.16022699268376 0.560933529565381 0.579572407928724 0.616568039104067 0.523078444258944 0.574495520616499 0.606319032584406 0.586822275672985 0.533905935324071 0.650573320550681 0.593384032607056 0.878652879068653 1.09532577439697 1.05627950160975 0.951601610171604
"Hurtado_ Guerra_Granada" 1.03535796626393 1.16022699268376 0 1.22102738214697 1.2475921515973 1.23322402410569 1.06799915196954 1.12265468428382 1.19117612562681 1.17368311220592 1.17662745397731 1.17733037892019 1.20311416308922 1.14805459241064 1.28347838981555 1.24190501575516 1.30530311032127
"Hurtado_canciones" 1.00936882232559 0.560933529565381 1.22102738214697 0 0.540007444606239 0.573444518205758 0.596793764594347 0.568695848746264 0.53517639815686 0.617159344085636 0.582571608431453 0.592043675340363 0.569416055673833 0.942387837807431 1.17432985825672 1.15453130277668 1.05096482243432
"Hurtado_églogas" 1.00447214060828 0.579572407928724 1.2475921515973 0.540007444606239 0 0.614686423718648 0.624783178837067 0.602741919368582 0.567364062403942 0.607550236387767 0.608193820260589 0.634931424743077 0.621072464487343 0.95995415812488 1.16621350403473 1.14509823269047 1.03496553314407
"Hurtado_elegías" 1.01906267479754 0.616568039104067 1.23322402410569 0.573444518205758 0.614686423718648 0 0.635780351298297 0.544329465356063 0.553763387694626 0.648884199146823 0.634027628463589 0.656242373877242 0.600606379955582 0.989792197171021 1.22065363230125 1.20262356223214 1.09892880608957
"Hurtado_epístolas" 0.854304362609467 0.523078444258944 1.06799915196954 0.596793764594347 0.624783178837067 0.635780351298297 0 0.569767672640629 0.646275704854088 0.588973611321522 0.56096186820253 0.635913831646972 0.600355270571325 0.820330004138803 1.0406839458842 0.984591760453263 0.924233936941457
"Hurtado_fábulas" 0.907508195856371 0.574495520616499 1.12265468428382 0.568695848746264 0.602741919368582 0.544329465356063 0.569767672640629 0 0.547448785465489 0.609582925055841 0.619977554737267 0.612492200548278 0.573996223307011 0.92194321037041 1.12357053157195 1.12221876756455 1.04777505835815
"Hurtado_octavas" 0.979926803428412 0.606319032584406 1.19117612562681 0.53517639815686 0.567364062403942 0.553763387694626 0.646275704854088 0.547448785465489 0 0.616403805457066 0.616303884260936 0.603847176281406 0.57722597319147 0.967205985625684 1.17315580225398 1.17294813683888 1.0499899494975
"Hurtado_poesías_satírico_burlescas" 0.924722142929077 0.586822275672985 1.17368311220592 0.617159344085636 0.607550236387767 0.648884199146823 0.588973611321522 0.609582925055841 0.616403805457066 0 0.59729723049193 0.62492764888376 0.640469839572212 0.893498688108054 1.12631954905646 1.08190207646784 0.984754394731284
"Hurtado_poesías_varias" 0.948081249499544 0.533905935324071 1.17662745397731 0.582571608431453 0.608193820260589 0.634027628463589 0.56096186820253 0.619977554737267 0.616303884260936 0.59729723049193 0 0.659408750360527 0.59402279647705 0.886852287586536 1.10541021198661 1.07278069680006 0.981752380496696
"Hurtado_sátiras" 0.917841621958943 0.650573320550681 1.17733037892019 0.592043675340363 0.634931424743077 0.656242373877242 0.635913831646972 0.612492200548278 0.603847176281406 0.62492764888376 0.659408750360527 0 0.625600507997288 0.954872393470252 1.11878093750082 1.1297278634165 1.02262756963396
"Hurtado_sonetos" 0.992374485308081 0.593384032607056 1.20311416308922 0.569416055673833 0.621072464487343 0.600606379955582 0.600355270571325 0.573996223307011 0.57722597319147 0.640469839572212 0.59402279647705 0.625600507997288 0 0.95389784527028 1.16013580576725 1.13869886906515 1.05955541329915
"lazarillo_tormes" 0.931045182035316 0.878652879068653 1.14805459241064 0.942387837807431 0.95995415812488 0.989792197171021 0.820330004138803 0.92194321037041 0.967205985625684 0.893498688108054 0.886852287586536 0.954872393470252 0.95389784527028 0 1.09577218876324 0.986960153613861 1.02048396125552
"Valdés_A_dialogo_cosas_acaecidas_roma" 1.08510203515858 1.09532577439697 1.28347838981555 1.17432985825672 1.16621350403473 1.22065363230125 1.0406839458842 1.12357053157195 1.17315580225398 1.12631954905646 1.10541021198661 1.11878093750082 1.16013580576725 1.09577218876324 0 0.897068158940973 1.0921664977826
"Valdés_A_dialogo_mercurio_carón" 1.0503062668244 1.05627950160975 1.24190501575516 1.15453130277668 1.14509823269047 1.20262356223214 0.984591760453263 1.12221876756455 1.17294813683888 1.08190207646784 1.07278069680006 1.1297278634165 1.13869886906515 0.986960153613861 0.897068158940973 0 1.08994450705907
"Valdés_J_ dialogo_lengua" 0.99430239888233 0.951601610171604 1.30530311032127 1.05096482243432 1.03496553314407 1.09892880608957 0.924233936941457 1.04777505835815 1.0499899494975 0.984754394731284 0.981752380496696 1.02262756963396 1.05955541329915 1.02048396125552 1.0921664977826 1.08994450705907 0
