"Cervantes_Salazar_cronica_ nueva_españa" "Hurtado_ cartas" "Hurtado_ Guerra_Granada" "Hurtado_canciones" "Hurtado_églogas" "Hurtado_elegías" "Hurtado_epístolas" "Hurtado_fábulas" "Hurtado_octavas" "Hurtado_poesías_satírico_burlescas" "Hurtado_poesías_varias" "Hurtado_sátiras" "Hurtado_sonetos" "lazarillo_tormes" "Valdés_A_dialogo_cosas_acaecidas_roma" "Valdés_A_dialogo_mercurio_carón" "Valdés_J_ dialogo_lengua"
"Cervantes_Salazar_cronica_ nueva_españa" 0 0.964755288042481 1.05556609201646 0.985929018357559 0.965412517335903 0.959362436501517 0.89011043109501 0.945821340402539 0.901182232026301 0.898613195047544 0.982365298634521 0.893806781236369 0.94323284041835 0.887375576542553 0.922681462190293 0.963054826030909 0.937823332072071
"Hurtado_ cartas" 0.964755288042481 0 1.1741677482608 0.65733032075807 0.658115682879559 0.687094940456642 0.640601955553786 0.743933116168075 0.705961048032692 0.691419470877477 0.587102584252872 0.753037680599277 0.672832770150973 0.860537496515889 0.93026182929559 0.971478152994256 0.900625588026662
"Hurtado_ Guerra_Granada" 1.05556609201646 1.1741677482608 0 1.23298082070537 1.21585834410933 1.20813634661526 1.08436640188762 1.18666011521081 1.16418017716603 1.16776056941519 1.19671735002775 1.17478887387337 1.19815301805992 1.07554878792135 1.10567307671158 1.08177046587446 1.17188494750782
"Hurtado_canciones" 0.985929018357559 0.65733032075807 1.23298082070537 0 0.610297124009235 0.644369452431728 0.708510380421394 0.709213265398698 0.63278489104048 0.712149347572278 0.678677743295131 0.735006406971318 0.642473794994957 0.911048851101079 0.982132652773837 1.05498382345157 0.954985925505636
"Hurtado_églogas" 0.965412517335903 0.658115682879559 1.21585834410933 0.610297124009235 0 0.629593031539017 0.706338355416115 0.713879449876925 0.63200817062453 0.683325070974548 0.68268048405567 0.707381224918025 0.638696166234024 0.872256447784575 0.93512321465361 1.00787290777167 0.922336495690252
"Hurtado_elegías" 0.959362436501517 0.687094940456642 1.20813634661526 0.644369452431728 0.629593031539017 0 0.726091493991626 0.69786401681056 0.599058904705435 0.702354271817165 0.737369641953592 0.73414248504312 0.656761779469196 0.903264160711079 0.965233162101126 1.0423920752206 0.947507691783653
"Hurtado_epístolas" 0.89011043109501 0.640601955553786 1.08436640188762 0.708510380421394 0.706338355416115 0.726091493991626 0 0.722290308872722 0.747866562523343 0.674662291772117 0.663002123478014 0.738617109294522 0.672762401811749 0.816453468386091 0.889901832765855 0.902941421916376 0.874488702769681
"Hurtado_fábulas" 0.945821340402539 0.743933116168075 1.18666011521081 0.709213265398698 0.713879449876925 0.69786401681056 0.722290308872722 0 0.704423139992424 0.744563349753866 0.78112285493343 0.779458707174353 0.730390966723575 0.922113921527628 0.994694442942002 1.07325702506039 0.992023804589867
"Hurtado_octavas" 0.901182232026301 0.705961048032692 1.16418017716603 0.63278489104048 0.63200817062453 0.599058904705435 0.747866562523343 0.704423139992424 0 0.673932124693732 0.726173833408742 0.683811303467282 0.640790465887389 0.845958913853388 0.894063431712886 0.991045495687155 0.860419134509218
"Hurtado_poesías_satírico_burlescas" 0.898613195047544 0.691419470877477 1.16776056941519 0.712149347572278 0.683325070974548 0.702354271817165 0.674662291772117 0.744563349753866 0.673932124693732 0 0.702971274974489 0.685097631526332 0.670483662448036 0.809874513133924 0.904894694434883 0.958784753041843 0.879669399414762
"Hurtado_poesías_varias" 0.982365298634521 0.587102584252872 1.19671735002775 0.678677743295131 0.68268048405567 0.737369641953592 0.663002123478014 0.78112285493343 0.726173833408742 0.702971274974489 0 0.733865905697152 0.672755521232148 0.885088661583502 0.95154060044856 1.00317830254811 0.905552804204523
"Hurtado_sátiras" 0.893806781236369 0.753037680599277 1.17478887387337 0.735006406971318 0.707381224918025 0.73414248504312 0.738617109294522 0.779458707174353 0.683811303467282 0.685097631526332 0.733865905697152 0 0.68617272397253 0.873978484707696 0.92601733868468 0.994856226126761 0.905237896645081
"Hurtado_sonetos" 0.94323284041835 0.672832770150973 1.19815301805992 0.642473794994957 0.638696166234024 0.656761779469196 0.672762401811749 0.730390966723575 0.640790465887389 0.670483662448036 0.672755521232148 0.68617272397253 0 0.868465556210918 0.960912103423349 1.02166983491669 0.922464609066616
"lazarillo_tormes" 0.887375576542553 0.860537496515889 1.07554878792135 0.911048851101079 0.872256447784575 0.903264160711079 0.816453468386091 0.922113921527628 0.845958913853388 0.809874513133924 0.885088661583502 0.873978484707696 0.868465556210918 0 0.852893380566504 0.826550851551518 0.89352506230001
"Valdés_A_dialogo_cosas_acaecidas_roma" 0.922681462190293 0.93026182929559 1.10567307671158 0.982132652773837 0.93512321465361 0.965233162101126 0.889901832765855 0.994694442942002 0.894063431712886 0.904894694434883 0.95154060044856 0.92601733868468 0.960912103423349 0.852893380566504 0 0.697293073427718 0.843658671543367
"Valdés_A_dialogo_mercurio_carón" 0.963054826030909 0.971478152994256 1.08177046587446 1.05498382345157 1.00787290777167 1.0423920752206 0.902941421916376 1.07325702506039 0.991045495687155 0.958784753041843 1.00317830254811 0.994856226126761 1.02166983491669 0.826550851551518 0.697293073427718 0 0.906837079016165
"Valdés_J_ dialogo_lengua" 0.937823332072071 0.900625588026662 1.17188494750782 0.954985925505636 0.922336495690252 0.947507691783653 0.874488702769681 0.992023804589867 0.860419134509218 0.879669399414762 0.905552804204523 0.905237896645081 0.922464609066616 0.89352506230001 0.843658671543367 0.906837079016165 0
