"Cervantes_Salazar_cronica_ nueva_españa" "Hurtado_ cartas" "Hurtado_ Guerra_Granada" "Hurtado_canciones" "Hurtado_églogas" "Hurtado_elegías" "Hurtado_epístolas" "Hurtado_fábulas" "Hurtado_octavas" "Hurtado_poesías_satírico_burlescas" "Hurtado_poesías_varias" "Hurtado_sátiras" "Hurtado_sonetos" "lazarillo_tormes" "Valdés_A_dialogo_cosas_acaecidas_roma" "Valdés_A_dialogo_mercurio_carón" "Valdés_J_ dialogo_lengua"
"Cervantes_Salazar_cronica_ nueva_españa" 0 0.902015722088492 1.059742383461 0.910965732887118 0.934466172139744 0.917855748534733 0.834857117682996 0.857387332401019 0.847592957770301 0.889456891722452 0.906533379969314 0.883265780240585 0.921579277999973 0.922392791733284 1.04782556448159 1.04370940643767 1.01895715817488
"Hurtado_ cartas" 0.902015722088492 0 1.14545709322803 0.503601788557138 0.541414274650875 0.538689058915028 0.518618200391674 0.530380300169231 0.505931149499047 0.5571566840983 0.506547997132796 0.585672613320582 0.54255172675878 0.833671930016269 1.00879357058448 1.03068405831427 0.966755214486775
"Hurtado_ Guerra_Granada" 1.059742383461 1.14545709322803 0 1.15183811419697 1.19213844842019 1.15402478750019 1.0675308151512 1.10478491097573 1.08542836096623 1.14929070764852 1.1509089257947 1.14588871705051 1.15485779255555 1.14240656601965 1.25145055981349 1.23112656849559 1.3166948300053
"Hurtado_canciones" 0.910965732887118 0.503601788557138 1.15183811419697 0 0.468674319070939 0.46180614861442 0.549912213003199 0.483076149040077 0.409000031878223 0.529823707311896 0.518845385588327 0.504358320218268 0.479565758940453 0.845053010373055 1.02475298233941 1.066306359361 0.998952451320817
"Hurtado_églogas" 0.934466172139744 0.541414274650875 1.19213844842019 0.468674319070939 0 0.513389021959268 0.58202383597953 0.523580926805953 0.451965958018935 0.544040696051565 0.557206841523483 0.558153571125017 0.522578430154732 0.869863680198601 1.0441781544198 1.08169938267743 1.01200335732433
"Hurtado_elegías" 0.917855748534733 0.538689058915028 1.15402478750019 0.46180614861442 0.513389021959268 0 0.570814466752023 0.468754714288424 0.408910476106195 0.550409733224835 0.556431299730613 0.541760161875718 0.496300505380159 0.865058757196059 1.04689410125443 1.08970966473934 1.02456920853139
"Hurtado_epístolas" 0.834857117682996 0.518618200391674 1.0675308151512 0.549912213003199 0.58202383597953 0.570814466752023 0 0.540242211547172 0.538407243083654 0.554513362725743 0.547171608447868 0.588908469536098 0.561046277274315 0.78095518571084 0.966007367507146 0.964252003590018 0.939130337996217
"Hurtado_fábulas" 0.857387332401019 0.530380300169231 1.10478491097573 0.483076149040077 0.523580926805953 0.468754714288424 0.540242211547172 0 0.426708995980936 0.53158600792159 0.551923780293482 0.53495131326995 0.497546430061784 0.838885872318084 1.00902274416361 1.05758356875518 1.00883697785264
"Hurtado_octavas" 0.847592957770301 0.505931149499047 1.08542836096623 0.409000031878223 0.451965958018935 0.408910476106195 0.538407243083654 0.426708995980936 0 0.487279611479017 0.507248111208098 0.468741802962743 0.450104906451192 0.806881978921736 0.975256628076093 1.0267229581098 0.949766841553274
"Hurtado_poesías_satírico_burlescas" 0.889456891722452 0.5571566840983 1.14929070764852 0.529823707311896 0.544040696051565 0.550409733224835 0.554513362725743 0.53158600792159 0.487279611479017 0 0.558514948021403 0.550327134777838 0.550740397632105 0.832322076868021 1.0198006311506 1.04141253610507 0.979215531470331
"Hurtado_poesías_varias" 0.906533379969314 0.506547997132796 1.1509089257947 0.518845385588327 0.557206841523483 0.556431299730613 0.547171608447868 0.551923780293482 0.507248111208098 0.558514948021403 0 0.592330057647907 0.533701275843274 0.838078424784744 1.01243240711727 1.04412510043528 0.984106510731969
"Hurtado_sátiras" 0.883265780240585 0.585672613320582 1.14588871705051 0.504358320218268 0.558153571125017 0.541760161875718 0.588908469536098 0.53495131326995 0.468741802962743 0.550327134777838 0.592330057647907 0 0.53960365000317 0.863247675207463 1.01116474842614 1.06648161034121 0.986153156293489
"Hurtado_sonetos" 0.921579277999973 0.54255172675878 1.15485779255555 0.479565758940453 0.522578430154732 0.496300505380159 0.561046277274315 0.497546430061784 0.450104906451192 0.550740397632105 0.533701275843274 0.53960365000317 0 0.856611984955865 1.03021454895098 1.07493337112838 1.01563958687485
"lazarillo_tormes" 0.922392791733284 0.833671930016269 1.14240656601965 0.845053010373055 0.869863680198601 0.865058757196059 0.78095518571084 0.838885872318084 0.806881978921736 0.832322076868021 0.838078424784744 0.863247675207463 0.856611984955865 0 1.03606949591325 0.988102458545864 1.03890662637285
"Valdés_A_dialogo_cosas_acaecidas_roma" 1.04782556448159 1.00879357058448 1.25145055981349 1.02475298233941 1.0441781544198 1.04689410125443 0.966007367507146 1.00902274416361 0.975256628076093 1.0198006311506 1.01243240711727 1.01116474842614 1.03021454895098 1.03606949591325 0 0.9046657906108 1.08208471206742
"Valdés_A_dialogo_mercurio_carón" 1.04370940643767 1.03068405831427 1.23112656849559 1.066306359361 1.08169938267743 1.08970966473934 0.964252003590018 1.05758356875518 1.0267229581098 1.04141253610507 1.04412510043528 1.06648161034121 1.07493337112838 0.988102458545864 0.9046657906108 0 1.11584679962615
"Valdés_J_ dialogo_lengua" 1.01895715817488 0.966755214486775 1.3166948300053 0.998952451320817 1.01200335732433 1.02456920853139 0.939130337996217 1.00883697785264 0.949766841553274 0.979215531470331 0.984106510731969 0.986153156293489 1.01563958687485 1.03890662637285 1.08208471206742 1.11584679962615 0
